Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Jeff Teague,2020,0.62,1.07,0.3,1.74,1.15,2.21,-1.06
David Nwaba,2018,0.26,0.8,-0.23,1.01,0.15,1.21,-1.06
Tyson Chandler,2018,-1.1,-0.2,-0.79,0.42,-1.36,-0.3,-1.06
Vlatko Cancar,2023,0.42,0.72,-0.76,0.48,-0.17,0.89,-1.06
Svi Mykhailiuk,2022,0.62,0.18,-1.16,0.4,-0.44,0.62,-1.06
Darius Garland,2020,0.26,0.79,-0.74,0.85,-0.12,0.94,-1.07
Moritz Wagner,2020,-0.67,-0.19,-0.51,0.42,-0.87,0.2,-1.07
Trey Jemison,2024,0.0,0.0,-0.89,0.45,-0.52,0.56,-1.07
Sandro Mamukelashvili,2023,0.6,0.83,-0.36,0.91,0.48,1.55,-1.07
Robin Lopez,2020,-0.66,-0.99,-1.58,-0.4,-1.84,-0.77,-1.07
Dante Exum,2020,0.01,0.11,-1.37,-0.13,-1.11,-0.04,-1.07
Anfernee Simons,2019,0.0,0.0,-0.19,1.05,-0.03,1.04,-1.08
Nicolas Laprovittola,2017,0.0,0.0,-0.91,0.13,-0.83,0.25,-1.08
AJ Griffin,2024,0.21,0.91,0.01,0.49,0.3,1.38,-1.08
Kendrick Nunn,2020,1.4,1.24,-1.23,0.1,-0.05,1.03,-1.08
Devin Vassell,2023,1.54,0.28,-1.16,1.21,0.21,1.3,-1.08
Markieff Morris,2022,-0.85,0.24,0.18,0.27,-0.58,0.5,-1.08
Quinndary Weatherspoon,2021,0.0,0.0,-0.82,0.32,-0.73,0.36,-1.09
Nassir Little,2021,0.33,1.22,0.77,1.24,1.08,2.16,-1.09
Dirk Nowitzki,2019,0.0,0.0,-0.58,0.68,-0.49,0.59,-1.09
Juwan Morgan,2021,0.0,0.0,-0.65,0.51,-0.58,0.51,-1.09
Bol Bol,2021,0.0,0.0,-0.49,0.68,-0.38,0.71,-1.09
Julian Champagnie,2023,0.99,1.19,-0.37,0.79,0.76,1.85,-1.09
DeMarre Carroll,2020,-0.39,0.68,-0.48,-0.2,-0.66,0.44,-1.09
Jordan Poole,2023,1.0,1.54,-1.75,-0.48,-0.61,0.48,-1.09
Justin Jackson,2018,-0.11,1.08,-0.94,-0.22,-0.71,0.38,-1.09
Bojan Bogdanovic,2017,0.93,1.08,-0.12,1.54,0.96,2.06,-1.09
Alfonzo McKinnie,2022,0.11,0.2,-0.04,1.08,0.15,1.25,-1.1
Kenneth Lofton Jr.,2023,0.0,0.0,-0.45,0.72,-0.31,0.79,-1.1
Chuma Okeke,2023,0.82,-0.3,-1.09,1.13,-0.07,1.02,-1.1
Javonte Green,2020,0.05,0.25,-0.95,0.18,-0.67,0.43,-1.1
Michael Beasley,2019,0.05,1.08,0.0,0.35,0.18,1.28,-1.1
Rui Hachimura,2022,1.04,1.03,0.07,1.5,1.14,2.25,-1.11
Jarrod Uthoff,2017,0.9,0.41,-0.75,0.85,0.18,1.28,-1.11
Dejounte Murray,2017,0.57,1.72,-0.47,-0.42,0.17,1.27,-1.11
Carsen Edwards,2020,0.44,-0.0,-2.17,-0.58,-1.64,-0.53,-1.11
Aaron Harrison,2018,0.0,0.0,-0.48,0.82,-0.3,0.81,-1.11
Johnathan Motley,2018,0.3,1.43,-0.22,-0.02,0.19,1.31,-1.11
KJ McDaniels,2017,-1.08,0.3,0.09,0.17,-0.59,0.52,-1.12
Dominick Barlow,2023,-0.67,-0.46,-0.83,0.47,-1.11,0.01,-1.12
Keon Johnson,2023,0.6,-0.08,-0.87,1.23,0.02,1.14,-1.12
Luke Kennard,2021,0.56,0.86,0.77,1.94,1.51,2.63,-1.12
Kevin Pangos,2022,0.0,0.0,-0.36,0.77,-0.23,0.89,-1.12
Joffrey Lauvergne,2017,0.18,0.53,-0.69,0.5,-0.29,0.84,-1.12
Jae Crowder,2024,0.09,-0.32,-0.8,0.75,-0.57,0.56,-1.12
Chinanu Onuaku,2017,0.0,0.0,-0.38,0.79,-0.36,0.76,-1.12
Frank Jackson,2019,0.0,0.0,-0.78,0.66,-0.36,0.76,-1.12
Gordon Hayward,2024,1.33,0.68,-0.73,1.2,0.53,1.66,-1.13
Olivier-Maxence Prosper,2024,0.73,1.02,-0.8,0.31,0.11,1.24,-1.13
Patrick McCaw,2018,0.54,-0.39,-0.81,1.27,-0.13,1.0,-1.13
Zach LaVine,2017,1.12,0.81,-0.53,1.09,0.41,1.54,-1.13
Damjan Rudez,2017,0.0,0.0,-0.88,0.4,-0.71,0.43,-1.14
Bruno Fernando,2022,-0.84,-0.42,-0.68,0.15,-1.38,-0.24,-1.14
Josh Gray,2018,0.0,0.0,-0.86,0.37,-0.79,0.35,-1.14
Taj Gibson,2023,-0.67,0.92,0.16,0.14,-0.24,0.9,-1.14
Juan Toscano-Anderson,2023,0.26,0.15,-1.84,-0.1,-1.29,-0.15,-1.14
Quinn Cook,2018,0.0,0.0,-0.65,0.75,-0.3,0.85,-1.14
Jacob Gilyard,2024,0.0,0.0,-0.0,1.29,0.36,1.5,-1.14
Abdel Nader,2022,-0.55,0.29,-0.97,-0.61,-1.46,-0.31,-1.14
Lance Thomas,2020,0.0,0.0,0.13,1.39,0.25,1.39,-1.14
AJ Hammons,2017,-1.08,-0.05,-0.26,-0.04,-1.23,-0.09,-1.14
DeAndre Jordan,2018,-0.7,-0.02,-0.3,0.71,-0.59,0.55,-1.14
Rajon Rondo,2018,0.18,-0.28,-0.43,0.78,-0.42,0.72,-1.14
Brandon Miller,2024,1.34,1.35,-0.69,1.25,0.77,1.92,-1.15
Sean Kilpatrick,2017,0.55,1.67,-0.22,0.72,0.61,1.75,-1.15
Grayson Allen,2020,0.0,0.0,-0.34,0.99,-0.09,1.06,-1.15
Jonas Valanciunas,2023,-0.44,1.11,-0.25,0.27,-0.56,0.6,-1.15
Jarell Martin,2018,-0.52,0.02,-1.16,0.46,-0.92,0.23,-1.16
Dwight Howard,2019,-0.61,-0.28,-0.65,0.2,-1.22,-0.06,-1.16
Lindy Waters III,2024,0.0,0.0,-0.95,0.23,-0.75,0.41,-1.16
Julius Randle,2017,0.27,-0.04,-0.58,2.11,0.13,1.28,-1.16
Oshae Brissett,2022,0.52,0.98,0.81,2.31,1.33,2.49,-1.16
Pat Connaughton,2024,0.62,0.5,-0.08,1.22,0.52,1.69,-1.16
Rayjon Tucker,2020,-1.01,-0.33,-0.16,0.51,-0.97,0.19,-1.16
Johnny O'Bryant III,2018,0.0,0.0,-1.94,-0.65,-1.82,-0.66,-1.16
Bones Hyland,2023,2.58,2.14,0.23,2.1,2.4,3.57,-1.16
Mychal Mulder,2022,0.03,0.57,-0.55,0.21,-0.4,0.77,-1.17
Emoni Bates,2024,0.0,0.0,-0.69,0.51,-0.61,0.56,-1.17
Kemba Walker,2022,1.37,0.46,-1.01,1.1,0.3,1.47,-1.17
James Johnson,2019,0.12,-0.64,-1.23,0.51,-0.96,0.21,-1.17
Drew Eubanks,2021,-0.43,-0.25,-0.77,0.43,-0.85,0.32,-1.17
Kelly Oubre Jr.,2024,0.33,0.35,-0.4,0.91,-0.01,1.16,-1.18
Guerschon Yabusele,2018,-0.54,0.65,-0.01,0.24,-0.35,0.82,-1.18
Darius Bazley,2020,-1.0,-0.09,-2.64,-1.67,-2.74,-1.57,-1.18
Anfernee Simons,2021,1.06,0.84,-0.37,1.44,0.84,2.02,-1.18
Reggie Bullock Jr.,2023,0.0,0.0,-0.25,1.37,-0.14,1.03,-1.18
Patrick McCaw,2019,0.0,0.0,-0.75,0.64,-0.54,0.65,-1.18
Cam Reddish,2021,-0.22,1.13,0.35,0.91,0.28,1.46,-1.18
Jalen Hood-Schifino,2024,0.0,0.0,-1.03,0.26,-0.86,0.32,-1.19
Wendell Carter Jr.,2019,-0.78,-1.02,-2.83,-0.93,-3.25,-2.07,-1.19
Maurice Harkless,2021,-0.42,-0.28,-1.0,0.1,-1.36,-0.17,-1.19
Ronnie Price,2017,0.0,0.0,-0.57,0.6,-0.53,0.66,-1.19
Arron Afflalo,2018,0.0,0.0,-0.75,0.51,-0.54,0.65,-1.19
Patty Mills,2023,0.0,0.0,-0.35,1.16,-0.06,1.13,-1.19
Aleksej Pokusevski,2024,0.64,1.33,-0.75,-0.08,-0.02,1.17,-1.19
Nick Young,2018,-0.11,1.13,-0.15,0.29,0.11,1.3,-1.19
Edmond Sumner,2021,-0.37,0.91,0.06,0.45,0.01,1.21,-1.2
Quincy Pondexter,2018,0.0,0.0,-1.25,0.1,-1.12,0.07,-1.2
Meyers Leonard,2018,0.0,0.0,-0.14,1.06,-0.12,1.08,-1.2
Jaxson Hayes,2023,-0.07,0.0,-1.68,-0.28,-1.46,-0.26,-1.2
Klay Thompson,2024,1.28,1.58,0.47,1.73,1.5,2.7,-1.2
Eric Gordon,2020,0.21,0.93,-0.47,0.63,-0.09,1.11,-1.2
Brandon Knight,2019,0.0,0.0,-1.07,0.51,-0.77,0.43,-1.2
CJ Elleby,2022,0.18,-0.38,-1.26,1.32,-0.47,0.74,-1.2
Killian Hayes,2021,-0.04,0.34,-0.43,0.71,-0.28,0.92,-1.2
Admiral Schofield,2020,0.18,0.67,-0.6,0.39,-0.22,0.98,-1.2
Mamadi Diakite,2023,-1.34,-0.46,-0.48,-0.08,-1.64,-0.43,-1.2
Zhou Qi,2018,-0.69,-0.99,-1.38,0.24,-1.9,-0.69,-1.21
Mouhamadou Gueye,2024,0.0,0.0,-1.43,-0.14,-1.3,-0.09,-1.21
Dwight Howard,2022,-0.1,1.01,0.25,1.12,0.41,1.62,-1.21
Jordan Nwora,2022,0.41,1.02,-0.06,1.14,0.56,1.77,-1.21
Bruce Brown,2024,0.73,1.4,0.81,2.35,1.76,2.97,-1.21
Donta Hall,2020,-0.31,0.1,-0.25,0.77,-0.35,0.86,-1.21
Alperen Sengun,2022,0.23,0.77,-0.54,1.23,0.14,1.36,-1.21
Caleb Swanigan,2019,0.0,0.0,-1.37,-0.12,-1.26,-0.05,-1.21
Andrew White III,2018,0.0,0.0,-1.0,0.41,-0.85,0.36,-1.22
Tony Parker,2018,0.42,0.48,-0.56,0.5,-0.22,1.0,-1.22
Dennis Smith Jr.,2018,1.3,1.36,-0.84,1.01,0.44,1.66,-1.22
Stanley Johnson,2021,0.28,-0.8,-1.33,0.89,-0.91,0.32,-1.22
Georges Niang,2019,0.61,0.32,-0.32,1.42,0.43,1.66,-1.23
Jerami Grant,2017,-0.53,-1.7,-1.16,1.29,-1.33,-0.11,-1.23
Jonathan Kuminga,2022,0.1,0.94,-0.22,0.66,0.09,1.32,-1.23
Marcus Morris Sr.,2019,0.0,0.0,0.38,1.4,0.57,1.8,-1.23
Wade Baldwin IV,2017,0.51,-0.54,-1.97,0.36,-1.33,-0.1,-1.23
Meyers Leonard,2019,0.53,1.2,0.23,1.58,1.04,2.26,-1.23
Khyri Thomas,2019,0.28,0.87,-0.96,-0.2,-0.61,0.62,-1.23
Markieff Morris,2019,0.65,-0.29,-0.67,1.33,-0.08,1.16,-1.23
Alfonzo McKinnie,2020,-0.33,0.61,-0.01,0.85,0.05,1.28,-1.24
Jake Layman,2022,-0.11,0.85,-0.22,0.27,-0.15,1.09,-1.24
Zeke Nnaji,2023,-0.68,0.39,-2.43,-1.56,-2.65,-1.41,-1.24
Nic Claxton,2020,0.0,0.0,-0.81,0.49,-0.75,0.49,-1.24
Drew Eubanks,2019,-0.34,0.39,-0.55,0.08,-0.81,0.43,-1.24
Jericho Sims,2024,-0.88,-0.33,-1.13,-0.34,-1.76,-0.5,-1.25
Bryn Forbes,2023,0.1,0.63,-0.39,0.55,-0.13,1.12,-1.25
Moses Brown,2021,0.14,0.01,-0.82,1.22,-0.33,0.92,-1.25
Marvin Bagley III,2021,-0.12,1.17,0.5,0.98,0.56,1.81,-1.26
Jordan Bone,2021,0.0,0.0,-0.93,0.41,-0.81,0.45,-1.26
Grant Williams,2024,1.21,1.03,-0.76,1.05,0.13,1.39,-1.26
PJ Dozier,2022,0.0,0.0,-1.59,-0.18,-1.44,-0.17,-1.27
Edmond Sumner,2019,-0.34,-0.12,-0.8,0.37,-1.0,0.27,-1.27
De'Andre Hunter,2022,-0.14,0.69,-0.1,0.54,-0.49,0.79,-1.27
Aaron Wiggins,2022,0.26,0.97,-0.21,0.99,0.23,1.51,-1.28
Thomas Bryant,2024,-0.65,1.29,0.29,0.14,-0.09,1.19,-1.28
Ignas Brazdeikis,2022,0.3,0.03,-0.74,1.15,-0.17,1.12,-1.28
Jonathan Gibson,2017,0.0,0.0,-0.61,0.86,-0.45,0.83,-1.28
James Ennis III,2018,0.29,0.96,-0.79,0.26,-0.34,0.94,-1.28
Allen Crabbe,2017,0.17,0.09,-0.21,1.25,0.17,1.45,-1.28
JR Smith,2018,0.51,0.52,0.66,2.02,0.74,2.02,-1.28
Serge Ibaka,2023,-1.2,-0.42,-0.72,-0.02,-1.7,-0.42,-1.28
James Ennis III,2019,0.2,-0.29,-0.15,1.38,0.0,1.29,-1.29
Jordan Mickey,2018,-1.34,-0.87,-0.3,0.66,-1.42,-0.12,-1.29
Udoka Azubuike,2022,-1.4,-0.09,-0.34,-0.05,-1.59,-0.29,-1.29
RJ Barrett,2023,0.87,0.29,0.04,1.48,0.42,1.72,-1.3
Jaden Hardy,2023,1.12,1.66,-0.17,1.11,1.1,2.4,-1.3
Doug McDermott,2017,0.31,0.89,0.4,1.51,0.86,2.16,-1.3
Justin Holiday,2019,0.4,-0.58,-2.17,0.57,-1.38,-0.07,-1.31
Vlatko Cancar,2021,0.0,0.0,-0.91,0.53,-0.78,0.53,-1.31
Ibou Badji,2024,0.0,0.0,-1.32,0.09,-1.21,0.1,-1.31
Amir Coffey,2023,0.0,0.0,-1.37,0.31,-0.98,0.33,-1.31
Patrick Williams,2023,0.08,0.41,-0.11,1.24,0.1,1.41,-1.31
Georges Niang,2020,0.5,1.01,-0.02,1.09,0.34,1.65,-1.31
Devin Harris,2019,0.0,0.0,-0.97,0.62,-0.63,0.68,-1.31
Tony Snell,2022,0.0,0.0,-0.88,0.79,-0.63,0.69,-1.32
Jalen McDaniels,2021,0.36,0.77,-0.35,0.7,0.11,1.43,-1.32
Cole Anthony,2021,0.92,0.75,-0.88,0.88,0.09,1.41,-1.32
Admiral Schofield,2023,0.0,0.0,-0.91,0.62,-0.69,0.65,-1.33
Javon Freeman-Liberty,2024,0.0,0.0,-1.13,0.62,-0.8,0.53,-1.33
Andrew Wiggins,2024,0.53,1.45,0.21,1.1,0.6,1.94,-1.34
JR Smith,2020,0.0,0.0,-0.86,0.62,-0.74,0.61,-1.35
Tony Snell,2018,0.09,0.42,0.56,1.63,0.7,2.05,-1.35
Greg Monroe,2019,0.08,0.18,-1.13,0.28,-0.93,0.42,-1.35
Khem Birch,2020,-0.37,0.19,-1.29,0.08,-1.19,0.16,-1.35
McKinley Wright IV,2023,0.75,0.25,-1.17,0.86,-0.25,1.1,-1.35
Nicolas Brussino,2017,0.31,-0.3,-0.55,1.56,-0.05,1.3,-1.36
Udonis Haslem,2022,-0.99,-0.4,-0.77,0.01,-1.71,-0.35,-1.36
Davon Reed,2018,0.0,0.0,-1.3,0.13,-1.16,0.21,-1.36
Isaiah Roby,2023,-0.05,0.27,-1.55,-0.11,-1.29,0.07,-1.36
DeAndre' Bembry,2020,0.07,-0.5,-2.68,-0.31,-2.26,-0.89,-1.37
Jarred Vanderbilt,2023,0.83,-0.33,0.12,2.07,0.58,1.96,-1.37
P.J. Tucker,2021,-0.05,-0.25,-0.87,0.83,-0.87,0.5,-1.37
Wilson Chandler,2020,-0.4,-0.35,-1.26,0.39,-1.43,-0.06,-1.37
Tony Bradley,2019,-0.01,1.13,-0.06,0.25,-0.03,1.35,-1.37
Naz Reid,2022,-0.72,-0.62,-1.93,-0.11,-1.96,-0.58,-1.37
Reggie Jackson,2024,0.87,1.35,-0.99,0.21,0.01,1.38,-1.38
John Collins,2024,1.03,0.73,0.19,2.44,1.09,2.47,-1.38
Udoka Azubuike,2021,0.0,0.0,-1.0,0.41,-0.94,0.43,-1.38
Sterling Brown,2019,0.85,0.04,-1.08,0.95,-0.23,1.14,-1.38
Austin Rivers,2023,0.68,0.16,-0.77,1.39,0.0,1.38,-1.38
David Roddy,2023,0.46,0.4,-0.63,0.78,-0.05,1.33,-1.38
Chandler Hutchison,2020,-0.34,-0.09,-1.33,0.04,-1.48,-0.1,-1.38
Josh Giddey,2023,1.28,0.26,-0.72,1.24,0.34,1.73,-1.38
Bismack Biyombo,2017,-1.71,-0.68,-1.1,0.31,-1.81,-0.43,-1.38
Jalen Smith,2021,-0.75,0.39,-0.19,0.1,-0.88,0.51,-1.39
Sam Dekker,2019,0.33,1.34,0.14,0.88,0.5,1.89,-1.39
Derrick Williams,2017,-0.04,-0.06,-0.86,0.67,-0.81,0.58,-1.39
Julian Strawther,2024,0.38,0.25,-0.64,1.09,0.07,1.45,-1.39
Chimezie Metu,2019,-0.65,0.52,-0.72,-0.29,-1.23,0.16,-1.39
Alex Len,2021,-1.2,-0.5,-1.17,-0.13,-1.91,-0.51,-1.39
Collin Sexton,2020,1.34,2.11,1.02,2.81,2.44,3.84,-1.4
Nathan Knight,2023,-0.54,0.51,-0.3,0.27,-0.69,0.71,-1.4
Ish Smith,2022,0.73,0.14,-0.94,1.04,-0.08,1.32,-1.4
Deonte Burton,2020,0.0,0.0,-2.07,-0.41,-1.74,-0.34,-1.4
Alec Burks,2019,0.84,0.62,-0.78,1.42,0.21,1.61,-1.4
Keldon Johnson,2023,1.33,0.74,-0.17,2.34,1.1,2.5,-1.4
Troy Brown Jr.,2024,0.0,0.0,-0.68,1.14,-0.14,1.26,-1.4
Lauri Markkanen,2018,1.12,1.06,-0.96,1.33,0.13,1.54,-1.4
Jordan Hawkins,2024,1.39,1.43,0.12,1.47,1.42,2.83,-1.41
Bismack Biyombo,2021,-0.24,-0.38,-1.85,-0.15,-2.05,-0.65,-1.41
Boban Marjanovic,2021,-0.42,1.45,-0.15,-0.38,-0.45,0.96,-1.41
Timofey Mozgov,2018,-0.84,-0.63,-1.71,-0.3,-2.35,-0.93,-1.41
Miles Bridges,2024,1.37,0.87,-0.81,1.92,0.73,2.15,-1.42
Kelly Oubre Jr.,2018,0.05,0.58,-0.45,1.17,-0.26,1.16,-1.42
Solomon Hill,2019,0.61,0.23,-0.6,1.35,0.08,1.5,-1.42
Glenn Robinson III,2020,0.59,0.95,0.84,2.29,1.58,3.0,-1.42
Jerian Grant,2019,0.42,0.19,-1.48,0.42,-0.73,0.69,-1.43
Bruno Fernando,2024,-0.29,0.43,-1.14,-0.06,-1.1,0.33,-1.43
Maxi Kleber,2023,-0.39,0.3,-0.98,0.04,-1.23,0.2,-1.43
Joe Young,2017,0.0,0.0,-1.08,0.38,-1.02,0.41,-1.43
Cameron Payne,2019,0.18,-0.41,-1.14,1.32,-0.6,0.84,-1.43
Bobby Brown,2018,0.0,0.0,-0.81,0.71,-0.68,0.76,-1.44
Serge Ibaka,2022,-0.4,-0.21,-1.38,0.1,-1.49,-0.06,-1.44
Rashad Vaughn,2017,0.0,0.0,-1.37,0.04,-1.29,0.14,-1.44
Justin Hamilton,2017,-0.14,-0.86,-1.71,0.96,-1.38,0.06,-1.44
Keita Bates-Diop,2024,0.32,0.81,-0.75,0.52,-0.22,1.22,-1.44
Jeff Green,2024,0.37,0.04,-0.73,1.14,-0.06,1.38,-1.44
Troy Williams,2017,0.0,0.0,-1.26,0.4,-1.04,0.41,-1.45
Markieff Morris,2020,0.01,1.34,-0.99,-0.21,-0.84,0.61,-1.45
Pascal Siakam,2017,-0.09,-0.35,-1.26,0.5,-1.41,0.04,-1.45
Brad Wanamaker,2022,-0.05,1.24,-0.43,0.08,-0.3,1.16,-1.46
Dwayne Bacon,2021,0.2,0.52,-1.53,0.07,-0.96,0.5,-1.46
Jon Leuer,2019,0.0,0.0,-1.73,-0.01,-1.57,-0.1,-1.46
Sean McDermott,2021,0.0,0.0,-1.41,0.05,-1.3,0.16,-1.47
Andrew Nicholson,2017,0.0,0.0,-0.63,1.1,-0.46,1.01,-1.47
Patrick Beverley,2023,-0.54,0.21,-0.86,0.16,-1.24,0.23,-1.47
Torrey Craig,2021,0.51,-0.14,-0.91,1.22,-0.35,1.12,-1.47
Bobby Portis,2023,0.77,0.87,-0.41,1.37,0.45,1.93,-1.48
Brandon Williams,2022,1.13,0.53,-1.24,1.48,0.24,1.72,-1.48
Reggie Perry,2022,-0.06,0.98,-0.39,0.34,-0.29,1.19,-1.48
Day'Ron Sharpe,2023,0.6,0.51,0.03,1.8,0.67,2.16,-1.48
Naz Reid,2021,-0.14,-0.65,-1.8,0.51,-1.51,-0.03,-1.48
Damian Jones,2022,-0.44,0.4,-0.78,0.42,-0.87,0.61,-1.48
Wade Baldwin IV,2019,0.0,0.0,-1.14,0.39,-1.06,0.43,-1.48
Corey Kispert,2023,0.95,1.29,0.05,1.48,1.1,2.59,-1.49
Jonathon Simmons,2018,-0.23,0.89,-0.01,1.44,0.32,1.81,-1.49
Kelly Olynyk,2024,0.61,1.24,-0.32,1.46,0.41,1.9,-1.5
Wes Iwundu,2021,-0.21,0.39,-1.13,0.07,-1.08,0.42,-1.5
Terrance Ferguson,2019,-0.48,1.02,0.5,0.67,0.06,1.56,-1.5
Killian Hayes,2024,0.57,0.86,-1.01,0.87,-0.01,1.5,-1.5
Thon Maker,2021,0.08,1.55,-0.23,-0.12,-0.11,1.39,-1.51
Kelly Oubre Jr.,2021,0.45,-0.32,-1.65,0.71,-1.03,0.48,-1.51
Jeremy Sochan,2024,0.53,1.08,-1.18,0.43,-0.45,1.07,-1.52
Andrew Nembhard,2023,0.52,0.6,-0.37,1.52,0.27,1.79,-1.52
Maxwell Lewis,2024,0.0,0.0,-1.6,0.07,-1.39,0.13,-1.52
D'Angelo Russell,2018,1.1,1.59,0.18,1.95,1.33,2.85,-1.52
Elie Okobo,2019,-0.09,0.65,-1.12,0.31,-0.71,0.82,-1.52
Davon Reed,2023,0.0,0.0,-1.52,0.31,-1.24,0.28,-1.53
Nerlens Noel,2021,-1.21,-0.73,-0.49,0.57,-1.34,0.19,-1.53
Frank Jackson,2020,-0.01,1.45,0.65,1.37,0.95,2.48,-1.53
Nerlens Noel,2023,-1.18,-0.41,-0.99,-0.02,-1.98,-0.44,-1.54
Wesley Johnson,2019,0.0,0.0,-1.04,0.59,-1.06,0.48,-1.54
D.J. Augustin,2022,0.69,0.32,-0.52,1.79,0.35,1.89,-1.54
Reggie Bullock Jr.,2024,-0.27,-0.1,-0.63,0.87,-0.58,0.96,-1.54
Torrey Craig,2018,-0.03,0.79,-0.18,0.81,-0.16,1.39,-1.55
Trent Forrest,2024,0.93,0.52,-1.31,0.8,-0.21,1.34,-1.55
JaMychal Green,2018,-0.32,0.5,-0.48,0.98,-0.41,1.14,-1.55
Justin Robinson,2022,0.0,0.0,-1.76,0.15,-1.52,0.03,-1.55
Quentin Grimes,2024,0.16,0.82,-2.06,-0.85,-1.75,-0.2,-1.55
Brandon Boston Jr.,2024,0.0,0.0,-0.9,0.97,-0.58,0.98,-1.55
Evan Fournier,2023,0.0,0.0,-0.97,0.47,-0.96,0.6,-1.55
Paul Zipser,2017,-0.74,1.56,-0.35,-0.31,-0.65,0.91,-1.56
Josh Jackson,2019,0.2,0.09,-1.79,0.61,-1.09,0.47,-1.56
Melvin Frazier Jr.,2022,0.0,0.0,-0.8,0.82,-0.75,0.81,-1.57
Patrick Williams,2022,0.4,1.05,-0.56,0.58,-0.13,1.44,-1.57
Dante Cunningham,2019,1.39,0.52,-1.68,1.01,-0.39,1.18,-1.57
Jordan Clarkson,2017,1.45,1.34,-0.95,1.59,0.42,2.0,-1.57
Boris Diaw,2017,0.19,0.64,-0.72,0.72,-0.52,1.06,-1.57
Ömer Aşik,2018,-0.69,0.58,-0.05,0.54,-0.62,0.96,-1.58
Anthony Bennett,2017,0.36,1.22,0.34,1.38,0.75,2.33,-1.58
Thaddeus Young,2023,0.0,0.0,-0.71,1.03,-0.55,1.03,-1.58
Justin Jackson,2023,0.0,0.0,-1.29,0.3,-1.18,0.4,-1.58
OG Anunoby,2019,0.0,0.0,-1.69,0.18,-1.42,0.17,-1.59
Ben McLemore,2017,0.08,0.63,-1.39,0.1,-1.1,0.49,-1.59
Jeremy Lin,2019,0.7,0.22,-2.71,-0.58,-1.76,-0.17,-1.59
Kira Lewis Jr.,2022,0.0,0.0,-1.82,0.01,-1.66,-0.07,-1.59
Jake LaRavia,2023,0.07,0.52,-0.64,0.64,-0.41,1.19,-1.59
Anthony Lamb,2021,-0.14,0.89,-0.9,-0.08,-0.86,0.73,-1.59
Marvin Bagley III,2020,-0.17,-0.2,-1.03,0.69,-1.2,0.4,-1.6
Rodney Purvis,2018,-0.06,0.31,-0.78,0.44,-0.75,0.85,-1.6
Precious Achiuwa,2021,-1.12,-0.41,-1.15,0.08,-1.9,-0.3,-1.6
Rodney Hood,2018,0.75,1.0,0.01,1.46,0.54,2.14,-1.6
Ziaire Williams,2023,-0.18,-0.39,-1.16,0.63,-1.09,0.52,-1.61
Udonis Haslem,2017,-0.39,-0.43,-1.35,0.35,-1.69,-0.08,-1.61
Aaron Brooks,2018,0.0,0.0,-0.7,0.99,-0.61,1.0,-1.61
Maurice Harkless,2018,0.02,-0.11,-0.86,0.67,-0.88,0.74,-1.62
Naz Reid,2023,-0.57,-0.05,-1.1,0.59,-1.22,0.39,-1.62
James Jones,2017,0.0,0.0,-0.94,0.91,-0.73,0.89,-1.62
Chimezie Metu,2021,-0.47,1.25,0.31,0.4,-0.07,1.55,-1.62
Zavier Simpson,2022,0.0,0.0,-0.71,0.97,-0.65,0.97,-1.62
Marcin Gortat,2019,-1.45,-0.6,-0.93,0.44,-1.9,-0.28,-1.62
Cam Thomas,2024,1.33,1.92,0.21,1.86,1.52,3.15,-1.63
Carmelo Anthony,2021,1.22,1.58,-0.11,1.78,0.82,2.45,-1.63
Quincy Pondexter,2019,-0.1,1.26,-0.98,-0.44,-0.89,0.74,-1.63
Shaquille Harrison,2021,0.17,0.62,-0.95,0.27,-0.72,0.92,-1.63
Jodie Meeks,2018,0.96,1.21,-0.99,1.07,0.13,1.77,-1.64
Ty Jerome,2020,0.39,0.45,-1.42,0.26,-0.93,0.71,-1.64
Bol Bol,2023,-0.44,0.6,-1.51,-0.06,-1.46,0.19,-1.66
Spencer Hawes,2017,0.0,-0.74,-1.47,1.0,-1.36,0.3,-1.66
T.J. Leaf,2018,0.0,0.0,-0.6,1.33,-0.39,1.28,-1.67
Buddy Hield,2017,0.7,1.51,-1.23,0.75,-0.27,1.4,-1.67
Ed Davis,2017,0.05,-0.62,-1.01,1.37,-0.91,0.78,-1.69
Shake Milton,2024,0.39,0.34,-1.54,0.29,-0.91,0.79,-1.7
Jeff Green,2017,0.22,0.87,-1.7,0.1,-1.07,0.63,-1.7
Rajon Rondo,2022,0.23,0.74,-2.08,-0.67,-1.7,-0.0,-1.7
Udoka Azubuike,2023,-1.12,-0.4,-1.17,0.19,-1.95,-0.22,-1.72
Jaylin Williams,2023,0.0,0.0,-0.68,1.0,-0.68,1.06,-1.73
Allonzo Trier,2019,0.04,1.41,-1.01,0.22,-0.61,1.13,-1.74
Jacob Evans,2020,-0.64,-0.04,-1.09,0.21,-1.46,0.28,-1.74
Blake Wesley,2023,0.0,0.0,-1.58,0.67,-1.1,0.64,-1.74
Kevin Seraphin,2017,-0.64,-0.79,-1.15,1.01,-1.51,0.24,-1.75
Josh Richardson,2024,0.0,0.0,-1.15,0.83,-0.71,1.04,-1.75
Tyler Dorsey,2018,0.37,0.64,-0.81,1.15,-0.08,1.67,-1.75
